File Path,Actual Species,Predicted Species,Confidence Score (%),Correct Prediction
/content/test/AZURE JAY/2.jpg,AZURE JAY,AZURE JAY,96.59,True
/content/test/AZURE JAY/3.jpg,AZURE JAY,AZURE JAY,57.3,True
/content/test/AZURE JAY/4.jpg,AZURE JAY,AZURE JAY,71.82,True
/content/test/AZURE JAY/5.jpg,AZURE JAY,BLUE COAU,36.71,False
/content/test/AZURE TANAGER/1.jpg,AZURE TANAGER,AZURE TANAGER,50.44,True
/content/test/AZURE TANAGER/2.jpg,AZURE TANAGER,CHESTNET BELLIED EUPHONIA,40.8,False
/content/test/AZURE TANAGER/3.jpg,AZURE TANAGER,AZURE TANAGER,72.44,True
/content/test/AZURE TANAGER/4.jpg,AZURE TANAGER,AZURE TANAGER,80.56,True
/content/test/AZURE TANAGER/5.jpg,AZURE TANAGER,AZURE TANAGER,90.59,True
/content/test/AZURE TIT/1.jpg,AZURE TIT,AZURE TIT,59.48,True
/content/test/AZURE TIT/2.jpg,AZURE TIT,AZURE TIT,99.94,True
/content/test/AZURE TIT/3.jpg,AZURE TIT,AZURE TIT,47.79,True
/content/test/AZURE TIT/4.jpg,AZURE TIT,AZURE TIT,98.3,True
/content/test/AZURE TIT/5.jpg,AZURE TIT,AZURE TIT,99.91,True
/content/test/BAIKAL TEAL/1.jpg,BAIKAL TEAL,BAIKAL TEAL,99.96,True
/content/test/BAIKAL TEAL/2.jpg,BAIKAL TEAL,BAIKAL TEAL,99.5,True
/content/test/BAIKAL TEAL/3.jpg,BAIKAL TEAL,BAIKAL TEAL,56.59,True
/content/test/BAIKAL TEAL/4.jpg,BAIKAL TEAL,BAIKAL TEAL,99.63,True
/content/test/BAIKAL TEAL/5.jpg,BAIKAL TEAL,BAIKAL TEAL,99.92,True
/content/test/BALD EAGLE/1.jpg,BALD EAGLE,BALD EAGLE,99.95,True
/content/test/BALD EAGLE/2.jpg,BALD EAGLE,TURKEY VULTURE,60.35,False
/content/test/BALD EAGLE/3.jpg,BALD EAGLE,BALD EAGLE,99.61,True
/content/test/BALD EAGLE/4.jpg,BALD EAGLE,BALD EAGLE,96.15,True
/content/test/BALD EAGLE/5.jpg,BALD EAGLE,BALD EAGLE,99.94,True
/content/test/BALD IBIS/1.jpg,BALD IBIS,BALD IBIS,99.84,True
/content/test/BALD IBIS/2.jpg,BALD IBIS,BALD IBIS,98.74,True
/content/test/BALD IBIS/3.jpg,BALD IBIS,BALD IBIS,69.03,True
/content/test/BALD IBIS/4.jpg,BALD IBIS,BALD IBIS,99.98,True
/content/test/BALD IBIS/5.jpg,BALD IBIS,BALD IBIS,32.28,True
/content/test/BALI STARLING/1.jpg,BALI STARLING,BALI STARLING,94.1,True
/content/test/BALI STARLING/2.jpg,BALI STARLING,BALI STARLING,94.26,True
/content/test/BALI STARLING/3.jpg,BALI STARLING,BALI STARLING,99.51,True
/content/test/BALI STARLING/4.jpg,BALI STARLING,BALI STARLING,98.74,True
/content/test/BALI STARLING/5.jpg,BALI STARLING,BALI STARLING,99.97,True
/content/test/BALTIMORE ORIOLE/1.jpg,BALTIMORE ORIOLE,YELLOW BELLIED FLOWERPECKER,40.38,False
/content/test/BALTIMORE ORIOLE/2.jpg,BALTIMORE ORIOLE,VENEZUELIAN TROUPIAL,75.43,False
/content/test/BALTIMORE ORIOLE/3.jpg,BALTIMORE ORIOLE,BALTIMORE ORIOLE,80.75,True
/content/test/BALTIMORE ORIOLE/4.jpg,BALTIMORE ORIOLE,BALTIMORE ORIOLE,97.82,True
/content/test/BALTIMORE ORIOLE/5.jpg,BALTIMORE ORIOLE,BALTIMORE ORIOLE,93.83,True
/content/test/BANANAQUIT/1.jpg,BANANAQUIT,BANANAQUIT,89.8,True
/content/test/BANANAQUIT/2.jpg,BANANAQUIT,BANANAQUIT,99.12,True
/content/test/BANANAQUIT/3.jpg,BANANAQUIT,BANANAQUIT,97.39,True
/content/test/BANANAQUIT/4.jpg,BANANAQUIT,BANANAQUIT,99.9,True
/content/test/BANANAQUIT/5.jpg,BANANAQUIT,BANANAQUIT,98.56,True
/content/test/BAND TAILED GUAN/1.jpg,BAND TAILED GUAN,BAND TAILED GUAN,87.16,True
/content/test/BAND TAILED GUAN/2.jpg,BAND TAILED GUAN,BAND TAILED GUAN,99.69,True
/content/test/BAND TAILED GUAN/3.jpg,BAND TAILED GUAN,BAND TAILED GUAN,28.91,True
/content/test/BAND TAILED GUAN/4.jpg,BAND TAILED GUAN,BAND TAILED GUAN,99.58,True
/content/test/BAND TAILED GUAN/5.jpg,BAND TAILED GUAN,BAND TAILED GUAN,95.94,True
/content/test/BANDED BROADBILL/1.jpg,BANDED BROADBILL,BANDED BROADBILL,99.23,True
/content/test/BANDED BROADBILL/2.jpg,BANDED BROADBILL,DARJEELING WOODPECKER,51.41,False
/content/test/BANDED BROADBILL/3.jpg,BANDED BROADBILL,BANDED BROADBILL,38.31,True
/content/test/BANDED BROADBILL/4.jpg,BANDED BROADBILL,BANDED BROADBILL,99.97,True
/content/test/BANDED BROADBILL/5.jpg,BANDED BROADBILL,BANDED BROADBILL,93.14,True
/content/test/BANDED PITA/1.jpg,BANDED PITA,BANDED PITA,98.78,True
/content/test/BANDED PITA/2.jpg,BANDED PITA,BANDED PITA,98.87,True
/content/test/BANDED PITA/3.jpg,BANDED PITA,BANDED PITA,99.41,True
/content/test/BANDED PITA/4.jpg,BANDED PITA,BANDED PITA,83.77,True
/content/test/BANDED PITA/5.jpg,BANDED PITA,BANDED PITA,99.7,True
/content/test/BANDED STILT/1.jpg,BANDED STILT,BANDED STILT,99.85,True
/content/test/BANDED STILT/2.jpg,BANDED STILT,BANDED STILT,99.74,True
/content/test/BANDED STILT/3.jpg,BANDED STILT,BANDED STILT,98.89,True
/content/test/BANDED STILT/4.jpg,BANDED STILT,BANDED STILT,100.0,True
/content/test/BANDED STILT/5.jpg,BANDED STILT,BANDED STILT,77.5,True
/content/test/BAR-TAILED GODWIT/1.jpg,BAR-TAILED GODWIT,BAR-TAILED GODWIT,96.73,True
/content/test/BAR-TAILED GODWIT/2.jpg,BAR-TAILED GODWIT,BAR-TAILED GODWIT,97.47,True
/content/test/BAR-TAILED GODWIT/3.jpg,BAR-TAILED GODWIT,BAR-TAILED GODWIT,61.76,True
/content/test/BAR-TAILED GODWIT/4.jpg,BAR-TAILED GODWIT,BAR-TAILED GODWIT,97.95,True
/content/test/BAR-TAILED GODWIT/5.jpg,BAR-TAILED GODWIT,INLAND DOTTEREL,50.58,False
/content/test/BARN OWL/1.jpg,BARN OWL,BARN OWL,100.0,True
/content/test/BARN OWL/2.jpg,BARN OWL,BARN OWL,86.15,True
/content/test/BARN OWL/3.jpg,BARN OWL,BARN OWL,98.82,True
/content/test/BARN OWL/4.jpg,BARN OWL,BARN OWL,99.99,True
/content/test/BARN OWL/5.jpg,BARN OWL,BARN OWL,99.57,True
/content/test/BARN SWALLOW/1.jpg,BARN SWALLOW,BARN SWALLOW,91.31,True
/content/test/BARN SWALLOW/2.jpg,BARN SWALLOW,BARN SWALLOW,86.61,True
/content/test/BARN SWALLOW/3.jpg,BARN SWALLOW,BARN SWALLOW,98.34,True
/content/test/BARN SWALLOW/4.jpg,BARN SWALLOW,BARN SWALLOW,99.14,True
/content/test/BARN SWALLOW/5.jpg,BARN SWALLOW,BARN SWALLOW,65.37,True
/content/test/BARRED PUFFBIRD/1.jpg,BARRED PUFFBIRD,BARRED PUFFBIRD,74.83,True
/content/test/BARRED PUFFBIRD/2.jpg,BARRED PUFFBIRD,BARRED PUFFBIRD,98.24,True
/content/test/BARRED PUFFBIRD/3.jpg,BARRED PUFFBIRD,BARRED PUFFBIRD,78.87,True
/content/test/BARRED PUFFBIRD/4.jpg,BARRED PUFFBIRD,BARRED PUFFBIRD,90.06,True
/content/test/BARRED PUFFBIRD/5.jpg,BARRED PUFFBIRD,BARRED PUFFBIRD,76.07,True
/content/test/BARROWS GOLDENEYE/1.jpg,BARROWS GOLDENEYE,BARROWS GOLDENEYE,99.91,True
/content/test/BARROWS GOLDENEYE/2.jpg,BARROWS GOLDENEYE,BARROWS GOLDENEYE,99.14,True
/content/test/BARROWS GOLDENEYE/3.jpg,BARROWS GOLDENEYE,BARROWS GOLDENEYE,44.48,True
/content/test/BARROWS GOLDENEYE/4.jpg,BARROWS GOLDENEYE,BARROWS GOLDENEYE,100.0,True
/content/test/BARROWS GOLDENEYE/5.jpg,BARROWS GOLDENEYE,BARROWS GOLDENEYE,89.67,True
/content/test/BAY-BREASTED WARBLER/1.jpg,BAY-BREASTED WARBLER,BAY-BREASTED WARBLER,99.23,True
/content/test/BAY-BREASTED WARBLER/2.jpg,BAY-BREASTED WARBLER,BAY-BREASTED WARBLER,94.2,True
/content/test/BAY-BREASTED WARBLER/3.jpg,BAY-BREASTED WARBLER,BAY-BREASTED WARBLER,98.03,True
/content/test/BAY-BREASTED WARBLER/4.jpg,BAY-BREASTED WARBLER,BAY-BREASTED WARBLER,68.08,True
/content/test/BAY-BREASTED WARBLER/5.jpg,BAY-BREASTED WARBLER,BAY-BREASTED WARBLER,99.09,True
/content/test/BEARDED BARBET/1.jpg,BEARDED BARBET,BEARDED BARBET,37.93,True
/content/test/BEARDED BARBET/2.jpg,BEARDED BARBET,BEARDED BARBET,92.34,True
/content/test/BEARDED BARBET/3.jpg,BEARDED BARBET,BEARDED BARBET,99.95,True
/content/test/BEARDED BARBET/4.jpg,BEARDED BARBET,BEARDED BARBET,99.25,True
/content/test/BEARDED BARBET/5.jpg,BEARDED BARBET,BEARDED BARBET,60.31,True
/content/test/BEARDED BELLBIRD/1.jpg,BEARDED BELLBIRD,BEARDED BELLBIRD,100.0,True
/content/test/BEARDED BELLBIRD/2.jpg,BEARDED BELLBIRD,BEARDED BELLBIRD,99.93,True
/content/test/BEARDED BELLBIRD/3.jpg,BEARDED BELLBIRD,BEARDED BELLBIRD,100.0,True
/content/test/BEARDED BELLBIRD/4.jpg,BEARDED BELLBIRD,BEARDED BELLBIRD,100.0,True
/content/test/BEARDED BELLBIRD/5.jpg,BEARDED BELLBIRD,BEARDED BELLBIRD,98.88,True
/content/test/BEARDED REEDLING/1.jpg,BEARDED REEDLING,BEARDED REEDLING,99.85,True
/content/test/BEARDED REEDLING/2.jpg,BEARDED REEDLING,BEARDED REEDLING,99.86,True
/content/test/BEARDED REEDLING/3.jpg,BEARDED REEDLING,BEARDED REEDLING,99.98,True
/content/test/BEARDED REEDLING/4.jpg,BEARDED REEDLING,BEARDED REEDLING,96.72,True
/content/test/BEARDED REEDLING/5.jpg,BEARDED REEDLING,BEARDED REEDLING,99.64,True
/content/test/BELTED KINGFISHER/1.jpg,BELTED KINGFISHER,BELTED KINGFISHER,93.23,True
/content/test/BELTED KINGFISHER/2.jpg,BELTED KINGFISHER,BELTED KINGFISHER,98.02,True
/content/test/BELTED KINGFISHER/3.jpg,BELTED KINGFISHER,BELTED KINGFISHER,91.8,True
/content/test/BELTED KINGFISHER/4.jpg,BELTED KINGFISHER,TREE SWALLOW,70.86,False
/content/test/BELTED KINGFISHER/5.jpg,BELTED KINGFISHER,BELTED KINGFISHER,99.6,True
/content/test/BIRD OF PARADISE/1.jpg,BIRD OF PARADISE,BIRD OF PARADISE,97.94,True
/content/test/BIRD OF PARADISE/2.jpg,BIRD OF PARADISE,BIRD OF PARADISE,99.44,True
/content/test/BIRD OF PARADISE/3.jpg,BIRD OF PARADISE,BIRD OF PARADISE,96.44,True
/content/test/BIRD OF PARADISE/4.jpg,BIRD OF PARADISE,BIRD OF PARADISE,97.75,True
/content/test/BIRD OF PARADISE/5.jpg,BIRD OF PARADISE,BIRD OF PARADISE,97.58,True
/content/test/BLACK AND YELLOW BROADBILL/1.jpg,BLACK AND YELLOW BROADBILL,BLACK AND YELLOW BROADBILL,93.63,True
/content/test/BLACK AND YELLOW BROADBILL/2.jpg,BLACK AND YELLOW BROADBILL,BLACK AND YELLOW BROADBILL,99.09,True
/content/test/BLACK AND YELLOW BROADBILL/3.jpg,BLACK AND YELLOW BROADBILL,BLACK AND YELLOW BROADBILL,99.56,True
/content/test/BLACK AND YELLOW BROADBILL/4.jpg,BLACK AND YELLOW BROADBILL,BLACK AND YELLOW BROADBILL,58.6,True
/content/test/BLACK AND YELLOW BROADBILL/5.jpg,BLACK AND YELLOW BROADBILL,BLACK AND YELLOW BROADBILL,94.25,True
/content/test/BLACK BAZA/1.jpg,BLACK BAZA,BLACK BAZA,55.61,True
/content/test/BLACK BAZA/2.jpg,BLACK BAZA,OSPREY,39.78,False
/content/test/BLACK BAZA/3.jpg,BLACK BAZA,BLACK AND YELLOW BROADBILL,46.43,False
/content/test/BLACK BAZA/4.jpg,BLACK BAZA,BLACK BAZA,99.64,True
/content/test/BLACK BAZA/5.jpg,BLACK BAZA,BLACK BAZA,99.13,True
/content/test/BLACK BREASTED PUFFBIRD/1.jpg,BLACK BREASTED PUFFBIRD,INDIGO FLYCATCHER,53.38,False
/content/test/BLACK BREASTED PUFFBIRD/2.jpg,BLACK BREASTED PUFFBIRD,BLACK BREASTED PUFFBIRD,44.46,True
/content/test/BLACK BREASTED PUFFBIRD/3.jpg,BLACK BREASTED PUFFBIRD,BLACK BREASTED PUFFBIRD,97.61,True
/content/test/BLACK BREASTED PUFFBIRD/4.jpg,BLACK BREASTED PUFFBIRD,BLACK BREASTED PUFFBIRD,96.83,True
/content/test/BLACK BREASTED PUFFBIRD/5.jpg,BLACK BREASTED PUFFBIRD,BLACK BREASTED PUFFBIRD,99.98,True
/content/test/BLACK COCKATO/1.jpg,BLACK COCKATO,BLACK COCKATO,99.98,True
/content/test/BLACK COCKATO/2.jpg,BLACK COCKATO,BLACK COCKATO,56.62,True
/content/test/BLACK COCKATO/3.jpg,BLACK COCKATO,BLACK COCKATO,99.5,True
/content/test/BLACK COCKATO/4.jpg,BLACK COCKATO,ALPINE CHOUGH,55.66,False
/content/test/BLACK COCKATO/5.jpg,BLACK COCKATO,BLACK COCKATO,98.79,True
/content/test/BLACK FACED SPOONBILL/1.jpg,BLACK FACED SPOONBILL,DALMATIAN PELICAN,60.66,False
/content/test/BLACK FACED SPOONBILL/2.jpg,BLACK FACED SPOONBILL,BLACK FACED SPOONBILL,89.57,True
/content/test/BLACK FACED SPOONBILL/3.jpg,BLACK FACED SPOONBILL,BLACK FACED SPOONBILL,99.11,True
/content/test/BLACK FACED SPOONBILL/4.jpg,BLACK FACED SPOONBILL,BLACK FACED SPOONBILL,91.43,True
/content/test/BLACK FACED SPOONBILL/5.jpg,BLACK FACED SPOONBILL,BLACK FACED SPOONBILL,99.87,True
/content/test/BLACK FRANCOLIN/1.jpg,BLACK FRANCOLIN,GRAY PARTRIDGE,78.12,False
/content/test/BLACK FRANCOLIN/2.jpg,BLACK FRANCOLIN,BLACK FRANCOLIN,99.76,True
/content/test/BLACK FRANCOLIN/3.jpg,BLACK FRANCOLIN,BLACK FRANCOLIN,78.88,True
/content/test/BLACK FRANCOLIN/4.jpg,BLACK FRANCOLIN,BLACK FRANCOLIN,87.67,True
/content/test/BLACK FRANCOLIN/5.jpg,BLACK FRANCOLIN,BLACK FRANCOLIN,82.89,True
/content/test/BLACK HEADED CAIQUE/1.jpg,BLACK HEADED CAIQUE,BLACK HEADED CAIQUE,59.5,True
/content/test/BLACK HEADED CAIQUE/2.jpg,BLACK HEADED CAIQUE,BLACK HEADED CAIQUE,99.41,True
/content/test/BLACK HEADED CAIQUE/3.jpg,BLACK HEADED CAIQUE,BLACK HEADED CAIQUE,99.84,True
/content/test/BLACK HEADED CAIQUE/4.jpg,BLACK HEADED CAIQUE,BLACK HEADED CAIQUE,97.28,True
/content/test/BLACK HEADED CAIQUE/5.jpg,BLACK HEADED CAIQUE,BLACK HEADED CAIQUE,99.87,True
/content/test/BLACK NECKED STILT/1.jpg,BLACK NECKED STILT,ASIAN OPENBILL STORK,53.66,False
/content/test/BLACK NECKED STILT/2.jpg,BLACK NECKED STILT,BANDED STILT,48.67,False
/content/test/BLACK NECKED STILT/3.jpg,BLACK NECKED STILT,BANDED STILT,18.83,False
/content/test/BLACK NECKED STILT/4.jpg,BLACK NECKED STILT,BLACK NECKED STILT,59.71,True
/content/test/BLACK NECKED STILT/5.jpg,BLACK NECKED STILT,BANDED STILT,68.76,False
/content/test/BLACK SKIMMER/1.jpg,BLACK SKIMMER,BLUE HERON,87.38,False
/content/test/BLACK SKIMMER/2.jpg,BLACK SKIMMER,BLACK SKIMMER,70.16,True
/content/test/BLACK SKIMMER/3.jpg,BLACK SKIMMER,BLACK SKIMMER,99.78,True
/content/test/BLACK SKIMMER/4.jpg,BLACK SKIMMER,BLACK SKIMMER,98.68,True
/content/test/BLACK SKIMMER/5.jpg,BLACK SKIMMER,BLACK SKIMMER,99.43,True
/content/test/BLACK SWAN/1.jpg,BLACK SWAN,BLACK SWAN,100.0,True
/content/test/BLACK SWAN/2.jpg,BLACK SWAN,BLACK SWAN,100.0,True
/content/test/BLACK SWAN/3.jpg,BLACK SWAN,BLACK SWAN,100.0,True
/content/test/BLACK SWAN/4.jpg,BLACK SWAN,BLACK SWAN,99.95,True
/content/test/BLACK SWAN/5.jpg,BLACK SWAN,BLACK SWAN,99.62,True
/content/test/BLACK TAIL CRAKE/1.jpg,BLACK TAIL CRAKE,BLACK TAIL CRAKE,99.95,True
/content/test/BLACK TAIL CRAKE/2.jpg,BLACK TAIL CRAKE,BLACK TAIL CRAKE,99.99,True
/content/test/BLACK TAIL CRAKE/3.jpg,BLACK TAIL CRAKE,PAINTED BUNTING,48.95,False
/content/test/BLACK TAIL CRAKE/4.jpg,BLACK TAIL CRAKE,BLACK TAIL CRAKE,100.0,True
/content/test/BLACK TAIL CRAKE/5.jpg,BLACK TAIL CRAKE,BLACK TAIL CRAKE,84.17,True
/content/test/BLACK THROATED BUSHTIT/1.jpg,BLACK THROATED BUSHTIT,BLACK THROATED BUSHTIT,99.82,True
/content/test/BLACK THROATED BUSHTIT/2.jpg,BLACK THROATED BUSHTIT,BLACK THROATED BUSHTIT,99.72,True
/content/test/BLACK THROATED BUSHTIT/3.jpg,BLACK THROATED BUSHTIT,BLACK THROATED BUSHTIT,99.86,True
/content/test/BLACK THROATED BUSHTIT/4.jpg,BLACK THROATED BUSHTIT,BLACK THROATED BUSHTIT,99.88,True
/content/test/BLACK THROATED BUSHTIT/5.jpg,BLACK THROATED BUSHTIT,BLACK THROATED BUSHTIT,100.0,True
/content/test/BLACK THROATED HUET/1.jpg,BLACK THROATED HUET,BLACK THROATED HUET,98.71,True
/content/test/BLACK THROATED HUET/2.jpg,BLACK THROATED HUET,BLACK THROATED HUET,77.85,True
/content/test/BLACK THROATED HUET/3.jpg,BLACK THROATED HUET,BLACK THROATED HUET,99.11,True
/content/test/BLACK THROATED HUET/4.jpg,BLACK THROATED HUET,BLACK THROATED HUET,91.26,True
/content/test/BLACK THROATED HUET/5.jpg,BLACK THROATED HUET,CHARA DE COLLAR,35.63,False
/content/test/BLACK THROATED WARBLER/1.jpg,BLACK THROATED WARBLER,BLACK THROATED WARBLER,98.06,True
/content/test/BLACK THROATED WARBLER/2.jpg,BLACK THROATED WARBLER,BLACK THROATED WARBLER,36.66,True
/content/test/BLACK THROATED WARBLER/3.jpg,BLACK THROATED WARBLER,EURASIAN MAGPIE,52.87,False
/content/test/BLACK THROATED WARBLER/4.jpg,BLACK THROATED WARBLER,BLACK THROATED WARBLER,95.83,True
/content/test/BLACK THROATED WARBLER/5.jpg,BLACK THROATED WARBLER,BLACK THROATED WARBLER,57.59,True
/content/test/BLACK VENTED SHEARWATER/1.jpg,BLACK VENTED SHEARWATER,BLACK VENTED SHEARWATER,89.51,True
/content/test/BLACK VENTED SHEARWATER/2.jpg,BLACK VENTED SHEARWATER,BLACK VENTED SHEARWATER,77.85,True
/content/test/BLACK VENTED SHEARWATER/3.jpg,BLACK VENTED SHEARWATER,BLACK VENTED SHEARWATER,95.68,True
/content/test/BLACK VENTED SHEARWATER/4.jpg,BLACK VENTED SHEARWATER,BLACK VENTED SHEARWATER,90.18,True
/content/test/BLACK VENTED SHEARWATER/5.jpg,BLACK VENTED SHEARWATER,BLACK VENTED SHEARWATER,93.3,True
/content/test/BLACK VULTURE/1.jpg,BLACK VULTURE,BLACK VULTURE,99.7,True
/content/test/BLACK VULTURE/2.jpg,BLACK VULTURE,BLACK VULTURE,99.99,True
/content/test/BLACK VULTURE/3.jpg,BLACK VULTURE,BLACK VULTURE,99.92,True
/content/test/BLACK VULTURE/4.jpg,BLACK VULTURE,BLACK VULTURE,99.64,True
/content/test/BLACK VULTURE/5.jpg,BLACK VULTURE,BLACK VULTURE,99.67,True
/content/test/BLACK-CAPPED CHICKADEE/1.jpg,BLACK-CAPPED CHICKADEE,BLACK-CAPPED CHICKADEE,30.2,True
/content/test/BLACK-CAPPED CHICKADEE/2.jpg,BLACK-CAPPED CHICKADEE,BLACK-CAPPED CHICKADEE,64.22,True
/content/test/BLACK-CAPPED CHICKADEE/3.jpg,BLACK-CAPPED CHICKADEE,BLACK-CAPPED CHICKADEE,96.02,True
/content/test/BLACK-CAPPED CHICKADEE/4.jpg,BLACK-CAPPED CHICKADEE,BLACK-CAPPED CHICKADEE,94.13,True
/content/test/BLACK-CAPPED CHICKADEE/5.jpg,BLACK-CAPPED CHICKADEE,BLACK-CAPPED CHICKADEE,99.99,True
/content/test/BLACK-NECKED GREBE/1.jpg,BLACK-NECKED GREBE,BLACK-NECKED GREBE,98.75,True
/content/test/BLACK-NECKED GREBE/2.jpg,BLACK-NECKED GREBE,BLACK-NECKED GREBE,99.62,True
/content/test/BLACK-NECKED GREBE/3.jpg,BLACK-NECKED GREBE,BLACK-NECKED GREBE,99.98,True
/content/test/BLACK-NECKED GREBE/4.jpg,BLACK-NECKED GREBE,BLACK-NECKED GREBE,99.23,True
/content/test/BLACK-NECKED GREBE/5.jpg,BLACK-NECKED GREBE,BLACK-NECKED GREBE,99.8,True
/content/test/BLACK-THROATED SPARROW/1.jpg,BLACK-THROATED SPARROW,BLACK-THROATED SPARROW,76.83,True
/content/test/BLACK-THROATED SPARROW/2.jpg,BLACK-THROATED SPARROW,BLACK-THROATED SPARROW,97.8,True
/content/test/BLACK-THROATED SPARROW/3.jpg,BLACK-THROATED SPARROW,BLACK-THROATED SPARROW,73.96,True
/content/test/BLACK-THROATED SPARROW/4.jpg,BLACK-THROATED SPARROW,BLACK-THROATED SPARROW,98.39,True
/content/test/BLACK-THROATED SPARROW/5.jpg,BLACK-THROATED SPARROW,BLACK-THROATED SPARROW,97.34,True
/content/test/BLACKBURNIAM WARBLER/1.jpg,BLACKBURNIAM WARBLER,BLACKBURNIAM WARBLER,80.96,True
/content/test/BLACKBURNIAM WARBLER/2.jpg,BLACKBURNIAM WARBLER,BLACKBURNIAM WARBLER,91.64,True
/content/test/BLACKBURNIAM WARBLER/3.jpg,BLACKBURNIAM WARBLER,BLACKBURNIAM WARBLER,63.36,True
/content/test/BLACKBURNIAM WARBLER/4.jpg,BLACKBURNIAM WARBLER,BLACKBURNIAM WARBLER,96.49,True
/content/test/BLACKBURNIAM WARBLER/5.jpg,BLACKBURNIAM WARBLER,TOWNSENDS WARBLER,46.86,False
/content/test/BLONDE CRESTED WOODPECKER/1.jpg,BLONDE CRESTED WOODPECKER,BLONDE CRESTED WOODPECKER,99.99,True
/content/test/BLONDE CRESTED WOODPECKER/2.jpg,BLONDE CRESTED WOODPECKER,BLONDE CRESTED WOODPECKER,99.36,True
/content/test/BLONDE CRESTED WOODPECKER/3.jpg,BLONDE CRESTED WOODPECKER,BLONDE CRESTED WOODPECKER,99.98,True
/content/test/BLONDE CRESTED WOODPECKER/4.jpg,BLONDE CRESTED WOODPECKER,BLONDE CRESTED WOODPECKER,89.07,True
/content/test/BLONDE CRESTED WOODPECKER/5.jpg,BLONDE CRESTED WOODPECKER,BLONDE CRESTED WOODPECKER,99.83,True
/content/test/BLOOD PHEASANT/1.jpg,BLOOD PHEASANT,BLOOD PHEASANT,99.4,True
/content/test/BLOOD PHEASANT/2.jpg,BLOOD PHEASANT,BLOOD PHEASANT,99.9,True
/content/test/BLOOD PHEASANT/3.jpg,BLOOD PHEASANT,BLOOD PHEASANT,99.73,True
/content/test/BLOOD PHEASANT/4.jpg,BLOOD PHEASANT,BLOOD PHEASANT,100.0,True
/content/test/BLOOD PHEASANT/5.jpg,BLOOD PHEASANT,BLOOD PHEASANT,99.88,True
/content/test/BLUE COAU/1.jpg,BLUE COAU,BLUE COAU,99.72,True
/content/test/BLUE COAU/2.jpg,BLUE COAU,BLUE COAU,96.76,True
/content/test/BLUE COAU/3.jpg,BLUE COAU,BLUE COAU,99.87,True
/content/test/BLUE COAU/4.jpg,BLUE COAU,BLUE COAU,98.75,True
/content/test/BLUE COAU/5.jpg,BLUE COAU,HYACINTH MACAW,56.11,False
/content/test/BLUE DACNIS/1.jpg,BLUE DACNIS,BLUE DACNIS,75.9,True
/content/test/BLUE DACNIS/2.jpg,BLUE DACNIS,BLUE DACNIS,57.85,True
/content/test/BLUE DACNIS/3.jpg,BLUE DACNIS,EMERALD TANAGER,79.48,False
/content/test/BLUE DACNIS/4.jpg,BLUE DACNIS,INDIGO BUNTING,56.22,False
/content/test/BLUE DACNIS/5.jpg,BLUE DACNIS,INDIGO BUNTING,42.88,False
/content/test/BLUE GRAY GNATCATCHER/1.jpg,BLUE GRAY GNATCATCHER,BLUE GRAY GNATCATCHER,54.12,True
/content/test/BLUE GRAY GNATCATCHER/2.jpg,BLUE GRAY GNATCATCHER,GREY CUCKOOSHRIKE,82.03,False
/content/test/BLUE GRAY GNATCATCHER/3.jpg,BLUE GRAY GNATCATCHER,AMERICAN DIPPER,37.48,False
/content/test/BLUE GRAY GNATCATCHER/4.jpg,BLUE GRAY GNATCATCHER,HIMALAYAN BLUETAIL,35.1,False
/content/test/BLUE GRAY GNATCATCHER/5.jpg,BLUE GRAY GNATCATCHER,BLUE GRAY GNATCATCHER,87.68,True
/content/test/BLUE GROSBEAK/1.jpg,BLUE GROSBEAK,BLUE GROSBEAK,72.65,True
/content/test/BLUE GROSBEAK/2.jpg,BLUE GROSBEAK,BLUE GROSBEAK,99.74,True
/content/test/BLUE GROSBEAK/3.jpg,BLUE GROSBEAK,BLUE GROSBEAK,80.02,True
/content/test/BLUE GROSBEAK/4.jpg,BLUE GROSBEAK,BLUE GROSBEAK,69.22,True
/content/test/BLUE GROSBEAK/5.jpg,BLUE GROSBEAK,CHESTNET BELLIED EUPHONIA,47.2,False
/content/test/BLUE GROUSE/1.jpg,BLUE GROUSE,BLUE GROUSE,99.57,True
/content/test/BLUE GROUSE/2.jpg,BLUE GROUSE,GRAY PARTRIDGE,54.79,False
/content/test/BLUE GROUSE/3.jpg,BLUE GROUSE,BLUE GROUSE,87.06,True
/content/test/BLUE GROUSE/4.jpg,BLUE GROUSE,BLUE GROUSE,95.41,True
/content/test/BLUE GROUSE/5.jpg,BLUE GROUSE,BLUE GROUSE,74.88,True
/content/test/BLUE HERON/1.jpg,BLUE HERON,BLUE HERON,99.83,True
/content/test/BLUE HERON/2.jpg,BLUE HERON,BLUE HERON,98.56,True
/content/test/BLUE HERON/3.jpg,BLUE HERON,BLUE HERON,78.91,True
/content/test/BLUE HERON/4.jpg,BLUE HERON,BLUE HERON,99.78,True
/content/test/BLUE HERON/5.jpg,BLUE HERON,BLUE HERON,87.86,True
/content/test/BLUE MALKOHA/1.jpg,BLUE MALKOHA,CRESTED OROPENDOLA,77.09,False
/content/test/BLUE MALKOHA/2.jpg,BLUE MALKOHA,BLUE MALKOHA,96.98,True
/content/test/BLUE MALKOHA/3.jpg,BLUE MALKOHA,GROVED BILLED ANI,44.73,False
